pedido_id,data,ano,mes,estado,regiao,cidade,canal,categoria,marca,produto,preco_unitario,quantidade,desconto,receita,custo,lucro,margem_pct,ano_mes,trimestre
P2409-07290,2024-09-24,2024,9,PR,Sul,Londrina,Marketplace,Notebooks,Nimbus,Nimbus Go,4329.76,1,0.094,3922.76,2062.85,1859.91,47.41,2024-09,2024Q3
P2406-07291,2024-06-29,2024,6,MG,Sudeste,Uberlândia,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,923.49,1,0.078,851.8,477.88,373.92,43.9,2024-06,2024Q2
P2303-07292,2023-03-11,2023,3,GO,Centro-Oeste,Goiânia,Loja Física,Acessórios,Pulse,Pulse ANC,337.93,2,0.016,664.98,314.43,350.54,52.72,2023-03,2023Q1
P2304-07293,2023-04-03,2023,4,BA,Nordeste,Feira de Santana,E-commerce,Notebooks,Nimbus,Nimbus Studio,3062.07,1,0.134,2652.84,1286.97,1365.86,51.49,2023-04,2023Q2
P2312-07294,2023-12-28,2023,12,MG,Sudeste,Belo Horizonte,E-commerce,Acessórios,Photon,Photon Mouse,290.11,1,0.123,254.42,144.21,110.21,43.32,2023-12,2023Q4
P2305-07295,2023-05-15,2023,5,SP,Sudeste,Santos,Marketplace,Casa Inteligente,Nexa,Nexa Plug,425.42,1,0.12,374.55,182.13,192.42,51.37,2023-05,2023Q2
P2412-07296,2024-12-19,2024,12,RJ,Sudeste,Volta Redonda,Loja Física,Casa Inteligente,HomeX,HomeX Sensor Pack,490.23,1,0.082,450.12,216.43,233.68,51.92,2024-12,2024Q4
P2305-07297,2023-05-14,2023,5,BA,Nordeste,Vitória da Conquista,Marketplace,Notebooks,Nimbus,Nimbus Go,3958.55,1,0.139,3406.87,2301.58,1105.28,32.44,2023-05,2023Q2
P2312-07298,2023-12-25,2023,12,PR,Sul,Curitiba,Parceiros B2B,TVs & Áudio,Lumina,Lumina Soundbar,2104.7,2,0.058,3966.42,2493.11,1473.31,37.14,2023-12,2023Q4
P2310-07299,2023-10-09,2023,10,RS,Sul,Porto Alegre,E-commerce,Smartphones,Apex,Apex Neo,3208.86,2,0.123,5629.32,3216.69,2412.63,42.86,2023-10,2023Q4
P2404-07300,2024-04-29,2024,4,RJ,Sudeste,Niterói,E-commerce,Smartphones,Apex,Apex S10,2644.83,1,0.093,2398.5,1478.03,920.47,38.38,2024-04,2024Q2
P2304-07301,2023-04-21,2023,4,RJ,Sudeste,Volta Redonda,E-commerce,Smartphones,Apex,Apex Neo,2464.46,1,0.088,2246.47,1054.93,1191.53,53.04,2023-04,2023Q2
P2311-07302,2023-11-21,2023,11,SP,Sudeste,São José dos Campos,E-commerce,Notebooks,Helix,Helix Pro 16,3842.79,2,0.088,7008.49,4525.4,2483.09,35.43,2023-11,2023Q4
P2308-07303,2023-08-08,2023,8,SP,Sudeste,Campinas,Marketplace,Acessórios,Pulse,Pulse Buds,284.8,1,0.11,253.4,125.37,128.03,50.52,2023-08,2023Q3
P2410-07304,2024-10-25,2024,10,PR,Sul,Curitiba,E-commerce,Smartphones,Apex,Apex S10 Pro,3022.85,1,0.145,2585.5,1558.64,1026.86,39.72,2024-10,2024Q4
P2302-07305,2023-02-07,2023,2,SP,Sudeste,São José dos Campos,Parceiros B2B,TVs & Áudio,Vertex,Vertex Beam,3735.47,3,0.046,10694.03,5780.6,4913.43,45.95,2023-02,2023Q1
P2411-07306,2024-11-10,2024,11,RJ,Sudeste,Niterói,Parceiros B2B,Casa Inteligente,HomeX,HomeX Sensor Pack,729.54,1,0.099,657.39,280.56,376.83,57.32,2024-11,2024Q4
P2409-07307,2024-09-18,2024,9,DF,Centro-Oeste,Taguatinga,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2898.99,1,0.099,2613.32,1434.47,1178.85,45.11,2024-09,2024Q3
P2308-07308,2023-08-24,2023,8,GO,Centro-Oeste,Anápolis,Marketplace,Casa Inteligente,Nexa,Nexa Thermo,441.71,1,0.188,358.6,190.14,168.46,46.98,2023-08,2023Q3
P2408-07309,2024-08-18,2024,8,RS,Sul,Caxias do Sul,Marketplace,Casa Inteligente,HomeX,HomeX Sensor Pack,651.38,1,0.094,590.19,297.62,292.57,49.57,2024-08,2024Q3
P2301-07310,2023-01-29,2023,1,DF,Centro-Oeste,Ceilândia,Marketplace,Acessórios,Pulse,Pulse Buds,313.04,1,0.091,284.67,156.64,128.03,44.98,2023-01,2023Q1
P2412-07311,2024-12-12,2024,12,GO,Centro-Oeste,Anápolis,Marketplace,Casa Inteligente,HomeX,HomeX Cam,726.64,2,0.108,1295.84,612.69,683.15,52.72,2024-12,2024Q4
P2401-07312,2024-01-25,2024,1,MG,Sudeste,Uberlândia,Marketplace,Gaming & Consoles,Blitz,Blitz Chair,948.75,1,0.066,886.01,590.6,295.41,33.34,2024-01,2024Q1
P2308-07313,2023-08-29,2023,8,GO,Centro-Oeste,Anápolis,Parceiros B2B,Smartphones,Orion,Orion Horizon,2714.07,1,0.051,2576.01,1678.97,897.04,34.82,2023-08,2023Q3
P2310-07314,2023-10-08,2023,10,DF,Centro-Oeste,Ceilândia,Marketplace,Acessórios,Photon,Photon Mouse,253.78,1,0.112,225.39,120.46,104.93,46.56,2023-10,2023Q4
P2303-07315,2023-03-02,2023,3,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,Gaming & Consoles,Arcade,Arcade One,3235.47,2,0.067,6038.15,2694.61,3343.54,55.37,2023-03,2023Q1
P2412-07316,2024-12-25,2024,12,GO,Centro-Oeste,Anápolis,Marketplace,Gaming & Consoles,Arcade,Arcade One,3686.48,1,0.092,3346.6,2006.06,1340.54,40.06,2024-12,2024Q4
P2302-07317,2023-02-06,2023,2,RJ,Sudeste,Niterói,E-commerce,TVs & Áudio,Vertex,Vertex OLED 65,3479.62,1,0.073,3225.2,1670.41,1554.8,48.21,2023-02,2023Q1
P2405-07318,2024-05-10,2024,5,SP,Sudeste,Santos,E-commerce,Notebooks,Helix,Helix Flex,4642.12,1,0.08,4272.18,2046.09,2226.09,52.11,2024-05,2024Q2
P2311-07319,2023-11-29,2023,11,MG,Sudeste,Belo Horizonte,E-commerce,Acessórios,Volt,Volt Power Hub,130.28,1,0.082,119.63,67.32,52.31,43.73,2023-11,2023Q4
P2412-07320,2024-12-02,2024,12,PR,Sul,Londrina,Loja Física,Gaming & Consoles,Blitz,Blitz Pad,869.5,1,0.039,835.86,507.45,328.41,39.29,2024-12,2024Q4
P2307-07321,2023-07-17,2023,7,BA,Nordeste,Vitória da Conquista,E-commerce,Smartphones,Orion,Orion Horizon,2574.2,1,0.127,2247.06,1454.46,792.6,35.27,2023-07,2023Q3
P2401-07322,2024-01-31,2024,1,SP,Sudeste,São José dos Campos,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,449.09,1,0.089,409.09,203.46,205.63,50.26,2024-01,2024Q1
P2312-07323,2023-12-22,2023,12,RJ,Sudeste,Rio de Janeiro,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2804.39,1,0.064,2625.52,1539.47,1086.05,41.37,2023-12,2023Q4
P2406-07324,2024-06-15,2024,6,SC,Sul,Joinville,E-commerce,Gaming & Consoles,Blitz,Blitz Pad,1089.3,1,0.093,987.82,597.86,389.96,39.48,2024-06,2024Q2
P2303-07325,2023-03-03,2023,3,PR,Sul,Maringá,Parceiros B2B,Notebooks,Helix,Helix Pro 16,3649.15,1,0.0,3649.15,2242.8,1406.35,38.54,2023-03,2023Q1
P2306-07326,2023-06-09,2023,6,RS,Sul,Caxias do Sul,E-commerce,Smartphones,Nova Mobile,Nova One,1889.03,1,0.066,1764.81,899.75,865.06,49.02,2023-06,2023Q2
P2306-07327,2023-06-24,2023,6,PR,Sul,Curitiba,E-commerce,Smartphones,Nova Mobile,Nova Air,2462.3,2,0.052,4667.14,2790.19,1876.96,40.22,2023-06,2023Q2
P2407-07328,2024-07-11,2024,7,RJ,Sudeste,Rio de Janeiro,Marketplace,Casa Inteligente,Nexa,Nexa Lamp,459.91,1,0.136,397.28,206.3,190.98,48.07,2024-07,2024Q3
P2306-07329,2023-06-05,2023,6,MG,Sudeste,Juiz de Fora,Parceiros B2B,Notebooks,Helix,Helix Pro 16,3575.85,2,0.084,6553.26,3729.75,2823.5,43.09,2023-06,2023Q2
P2403-07330,2024-03-07,2024,3,PE,Nordeste,Olinda,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,2637.41,2,0.095,4776.13,2788.9,1987.23,41.61,2024-03,2024Q1
P2306-07331,2023-06-24,2023,6,PR,Sul,Londrina,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,3393.32,1,0.146,2896.69,1501.8,1394.9,48.15,2023-06,2023Q2
P2410-07332,2024-10-07,2024,10,SP,Sudeste,São Paulo,Parceiros B2B,Acessórios,Photon,Photon Mouse,195.11,1,0.054,184.66,98.56,86.09,46.62,2024-10,2024Q4
P2411-07333,2024-11-28,2024,11,BA,Nordeste,Feira de Santana,Marketplace,Casa Inteligente,HomeX,HomeX Hub,645.43,3,0.081,1779.82,828.69,951.14,53.44,2024-11,2024Q4
P2401-07334,2024-01-18,2024,1,PR,Sul,Maringá,Loja Física,Casa Inteligente,HomeX,HomeX Cam,615.2,1,0.049,584.88,315.04,269.84,46.14,2024-01,2024Q1
P2310-07335,2023-10-01,2023,10,GO,Centro-Oeste,Anápolis,E-commerce,TVs & Áudio,Lumina,Lumina Soundbar,2894.72,3,0.047,8272.84,4376.11,3896.73,47.1,2023-10,2023Q4
P2307-07336,2023-07-08,2023,7,MG,Sudeste,Uberlândia,Marketplace,Smartphones,Apex,Apex S10 Pro,2822.45,1,0.082,2590.62,1283.39,1307.23,50.46,2023-07,2023Q3
P2302-07337,2023-02-15,2023,2,RJ,Sudeste,Rio de Janeiro,Parceiros B2B,Casa Inteligente,Nexa,Nexa Plug,347.51,1,0.01,343.97,185.34,158.62,46.12,2023-02,2023Q1
P2308-07338,2023-08-03,2023,8,SC,Sul,Florianópolis,Loja Física,Notebooks,Nimbus,Nimbus Air,4064.1,1,0.062,3814.13,2303.27,1510.86,39.61,2023-08,2023Q3
P2405-07339,2024-05-10,2024,5,RJ,Sudeste,Volta Redonda,Loja Física,Gaming & Consoles,Blitz,Blitz Headset,848.91,1,0.031,822.7,474.32,348.38,42.35,2024-05,2024Q2
P2402-07340,2024-02-01,2024,2,SP,Sudeste,Santos,Parceiros B2B,Notebooks,Helix,Helix Pro 14,4333.74,1,0.022,4240.2,2532.4,1707.8,40.28,2024-02,2024Q1
P2411-07341,2024-11-29,2024,11,RS,Sul,Pelotas,Loja Física,Casa Inteligente,HomeX,HomeX Hub,647.13,1,0.039,621.86,323.61,298.25,47.96,2024-11,2024Q4
P2310-07342,2023-10-31,2023,10,PR,Sul,Curitiba,E-commerce,Notebooks,Nimbus,Nimbus Air,3548.04,1,0.023,3467.85,2069.69,1398.16,40.32,2023-10,2023Q4
P2406-07343,2024-06-08,2024,6,RJ,Sudeste,Rio de Janeiro,Marketplace,Notebooks,Nimbus,Nimbus Go,4140.59,1,0.129,3608.17,2107.46,1500.71,41.59,2024-06,2024Q2
P2312-07344,2023-12-26,2023,12,SP,Sudeste,Santos,E-commerce,Notebooks,Helix,Helix Pro 14,4167.81,1,0.042,3993.54,2298.44,1695.1,42.45,2023-12,2023Q4
P2401-07345,2024-01-13,2024,1,SP,Sudeste,Campinas,E-commerce,Acessórios,Photon,Photon Keyboard,244.2,1,0.111,217.07,105.04,112.03,51.61,2024-01,2024Q1
P2308-07346,2023-08-02,2023,8,SP,Sudeste,São Paulo,E-commerce,Casa Inteligente,HomeX,HomeX Cam,643.57,2,0.132,1116.7,424.34,692.35,62.0,2023-08,2023Q3
P2312-07347,2023-12-06,2023,12,SP,Sudeste,São Paulo,Marketplace,Gaming & Consoles,Blitz,Blitz Headset,987.96,2,0.089,1800.08,1124.5,675.58,37.53,2023-12,2023Q4
P2312-07348,2023-12-15,2023,12,SP,Sudeste,Santos,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,912.63,1,0.089,831.59,541.97,289.62,34.83,2023-12,2023Q4
P2406-07349,2024-06-18,2024,6,SP,Sudeste,Santos,E-commerce,Notebooks,Nimbus,Nimbus Go,3575.49,1,0.069,3328.08,1992.27,1335.81,40.14,2024-06,2024Q2
P2411-07350,2024-11-27,2024,11,SP,Sudeste,São José dos Campos,Marketplace,Casa Inteligente,HomeX,HomeX Hub,685.99,1,0.136,592.66,249.54,343.12,57.89,2024-11,2024Q4
P2309-07351,2023-09-16,2023,9,SP,Sudeste,São José dos Campos,Parceiros B2B,Casa Inteligente,HomeX,HomeX Sensor Pack,623.37,1,0.038,599.4,277.39,322.01,53.72,2023-09,2023Q3
P2302-07352,2023-02-08,2023,2,RJ,Sudeste,Niterói,Loja Física,Casa Inteligente,HomeX,HomeX Cam,687.56,1,0.036,663.04,280.91,382.13,57.63,2023-02,2023Q1
P2312-07353,2023-12-30,2023,12,RS,Sul,Pelotas,Loja Física,Gaming & Consoles,Arcade,Arcade One,3244.73,1,0.044,3101.31,1870.89,1230.42,39.67,2023-12,2023Q4
P2402-07354,2024-02-11,2024,2,RJ,Sudeste,Rio de Janeiro,Marketplace,Acessórios,Volt,Volt Power Hub,200.88,1,0.103,180.26,92.71,87.55,48.57,2024-02,2024Q1
P2305-07355,2023-05-21,2023,5,PE,Nordeste,Recife,E-commerce,Notebooks,Helix,Helix Pro 16,3878.13,1,0.068,3616.09,2182.24,1433.84,39.65,2023-05,2023Q2
P2407-07356,2024-07-28,2024,7,PR,Sul,Maringá,E-commerce,Notebooks,Helix,Helix Pro 16,4715.83,1,0.08,4338.09,2691.1,1646.99,37.97,2024-07,2024Q3
P2412-07357,2024-12-23,2024,12,RS,Sul,Pelotas,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,844.05,1,0.04,810.26,529.8,280.46,34.61,2024-12,2024Q4
P2411-07358,2024-11-30,2024,11,SP,Sudeste,Santos,Marketplace,Smartphones,Orion,Orion Pulse,2511.11,2,0.097,4535.47,2328.26,2207.2,48.67,2024-11,2024Q4
P2306-07359,2023-06-11,2023,6,RJ,Sudeste,Volta Redonda,Marketplace,Gaming & Consoles,Arcade,Arcade Elite,3091.6,1,0.107,2760.18,1491.56,1268.62,45.96,2023-06,2023Q2
P2410-07360,2024-10-16,2024,10,DF,Centro-Oeste,Ceilândia,Parceiros B2B,Casa Inteligente,Nexa,Nexa Plug,407.12,1,0.0,407.12,216.94,190.18,46.71,2024-10,2024Q4
P2406-07361,2024-06-16,2024,6,SP,Sudeste,São José dos Campos,E-commerce,Notebooks,Helix,Helix Flex,3592.5,2,0.089,6543.51,3525.82,3017.68,46.12,2024-06,2024Q2
P2312-07362,2023-12-05,2023,12,SP,Sudeste,São Paulo,E-commerce,Casa Inteligente,Nexa,Nexa Lamp,382.48,2,0.084,700.77,346.52,354.25,50.55,2023-12,2023Q4
P2402-07363,2024-02-07,2024,2,MG,Sudeste,Uberlândia,E-commerce,Casa Inteligente,HomeX,HomeX Cam,602.0,1,0.109,536.14,262.11,274.03,51.11,2024-02,2024Q1
P2409-07364,2024-09-29,2024,9,GO,Centro-Oeste,Goiânia,Parceiros B2B,Smartphones,Nova Mobile,Nova One,2549.8,1,0.0,2549.8,1513.82,1035.98,40.63,2024-09,2024Q3
P2312-07365,2023-12-20,2023,12,BA,Nordeste,Vitória da Conquista,Marketplace,Acessórios,Photon,Photon Mouse,231.68,2,0.096,419.02,211.77,207.26,49.46,2023-12,2023Q4
P2310-07366,2023-10-15,2023,10,SP,Sudeste,Santos,E-commerce,Smartphones,Nova Mobile,Nova Max,2065.82,1,0.079,1902.95,1059.25,843.7,44.34,2023-10,2023Q4
P2312-07367,2023-12-28,2023,12,RJ,Sudeste,Niterói,Parceiros B2B,Acessórios,Pulse,Pulse ANC,260.55,2,0.043,498.69,283.0,215.69,43.25,2023-12,2023Q4
P2403-07368,2024-03-12,2024,3,SP,Sudeste,São Paulo,E-commerce,Notebooks,Helix,Helix Pro 16,3848.19,1,0.084,3524.53,2234.17,1290.36,36.61,2024-03,2024Q1
P2306-07369,2023-06-05,2023,6,SP,Sudeste,Campinas,E-commerce,Casa Inteligente,Nexa,Nexa Plug,443.32,2,0.066,827.71,404.05,423.66,51.18,2023-06,2023Q2
P2411-07370,2024-11-02,2024,11,SC,Sul,Blumenau,E-commerce,Casa Inteligente,Nexa,Nexa Plug,550.77,1,0.081,506.27,263.01,243.27,48.05,2024-11,2024Q4
P2405-07371,2024-05-25,2024,5,RS,Sul,Porto Alegre,Parceiros B2B,Acessórios,Volt,Volt Power Hub,156.52,1,0.07,145.62,70.85,74.77,51.34,2024-05,2024Q2
P2404-07372,2024-04-24,2024,4,PR,Sul,Londrina,Marketplace,Gaming & Consoles,Blitz,Blitz Pad,889.63,1,0.105,796.22,410.88,385.34,48.4,2024-04,2024Q2
P2303-07373,2023-03-29,2023,3,PE,Nordeste,Recife,Marketplace,Smartphones,Apex,Apex S10 Pro,3681.04,1,0.103,3301.6,1658.88,1642.73,49.76,2023-03,2023Q1
P2404-07374,2024-04-01,2024,4,GO,Centro-Oeste,Goiânia,E-commerce,Notebooks,Helix,Helix Pro 16,4092.46,2,0.039,7863.06,4519.96,3343.1,42.52,2024-04,2024Q2
P2304-07375,2023-04-15,2023,4,RJ,Sudeste,Niterói,Parceiros B2B,Notebooks,Nimbus,Nimbus Air,3580.34,1,0.001,3577.72,2143.37,1434.35,40.09,2023-04,2023Q2
P2303-07376,2023-03-12,2023,3,RJ,Sudeste,Rio de Janeiro,Loja Física,Notebooks,Helix,Helix Pro 16,3794.82,2,0.0,7589.65,4635.56,2954.09,38.92,2023-03,2023Q1
P2401-07377,2024-01-26,2024,1,MG,Sudeste,Uberlândia,E-commerce,Notebooks,Helix,Helix Flex,4589.33,1,0.122,4030.3,2311.78,1718.51,42.64,2024-01,2024Q1
P2311-07378,2023-11-04,2023,11,SC,Sul,Blumenau,E-commerce,Notebooks,Nimbus,Nimbus Air,3720.72,2,0.097,6722.92,3891.22,2831.7,42.12,2023-11,2023Q4
P2403-07379,2024-03-19,2024,3,RS,Sul,Caxias do Sul,Marketplace,Smartphones,Nova Mobile,Nova Air,2066.38,1,0.087,1886.27,1129.01,757.26,40.15,2024-03,2024Q1
P2303-07380,2023-03-20,2023,3,PR,Sul,Curitiba,E-commerce,Casa Inteligente,Nexa,Nexa Plug,481.2,1,0.079,443.14,192.51,250.63,56.56,2023-03,2023Q1
P2311-07381,2023-11-21,2023,11,SP,Sudeste,Campinas,E-commerce,Casa Inteligente,HomeX,HomeX Cam,609.49,1,0.055,575.66,257.92,317.75,55.2,2023-11,2023Q4
P2305-07382,2023-05-26,2023,5,PR,Sul,Curitiba,Parceiros B2B,Gaming & Consoles,Arcade,Arcade Elite,3176.34,1,0.091,2888.39,1803.55,1084.84,37.56,2023-05,2023Q2
P2412-07383,2024-12-24,2024,12,BA,Nordeste,Feira de Santana,Loja Física,Smartphones,Orion,Orion Horizon,3043.54,1,0.025,2967.43,1876.99,1090.44,36.75,2024-12,2024Q4
P2402-07384,2024-02-26,2024,2,RS,Sul,Porto Alegre,E-commerce,Acessórios,Volt,Volt Power Hub,172.59,4,0.116,610.47,330.15,280.32,45.92,2024-02,2024Q1
P2406-07385,2024-06-04,2024,6,BA,Nordeste,Salvador,E-commerce,Smartphones,Nova Mobile,Nova Max,2340.6,1,0.029,2273.86,1218.46,1055.4,46.41,2024-06,2024Q2
P2309-07386,2023-09-13,2023,9,RJ,Sudeste,Volta Redonda,E-commerce,Notebooks,Nimbus,Nimbus Air,3797.33,1,0.073,3519.57,2013.33,1506.25,42.8,2023-09,2023Q3
P2303-07387,2023-03-25,2023,3,SP,Sudeste,São Paulo,Loja Física,Acessórios,Photon,Photon Mouse,226.01,1,0.049,214.99,93.36,121.63,56.58,2023-03,2023Q1
P2412-07388,2024-12-18,2024,12,SP,Sudeste,Santos,E-commerce,Smartphones,Orion,Orion Horizon,3055.12,3,0.057,8639.54,5562.09,3077.45,35.62,2024-12,2024Q4
P2308-07389,2023-08-16,2023,8,SP,Sudeste,Campinas,E-commerce,Gaming & Consoles,Blitz,Blitz Headset,982.2,1,0.099,884.96,552.05,332.91,37.62,2023-08,2023Q3
P2311-07390,2023-11-17,2023,11,PE,Nordeste,Recife,Marketplace,TVs & Áudio,Vertex,Vertex OLED 65,3768.9,1,0.074,3490.78,1843.0,1647.78,47.2,2023-11,2023Q4
P2405-07391,2024-05-07,2024,5,RJ,Sudeste,Niterói,Parceiros B2B,Casa Inteligente,HomeX,HomeX Sensor Pack,673.88,5,0.006,3348.14,1631.11,1717.03,51.28,2024-05,2024Q2
P2301-07392,2023-01-23,2023,1,RS,Sul,Porto Alegre,Marketplace,TVs & Áudio,Lumina,Lumina Vision 65,2519.89,2,0.117,4448.46,2653.07,1795.38,40.36,2023-01,2023Q1
P2409-07393,2024-09-02,2024,9,MG,Sudeste,Belo Horizonte,E-commerce,TVs & Áudio,Lumina,Lumina Vision 65,2261.16,1,0.073,2096.52,1256.72,839.8,40.06,2024-09,2024Q3
P2402-07394,2024-02-04,2024,2,RS,Sul,Pelotas,E-commerce,Casa Inteligente,HomeX,HomeX Cam,640.63,2,0.051,1215.72,594.28,621.45,51.12,2024-02,2024Q1
P2308-07395,2023-08-10,2023,8,GO,Centro-Oeste,Anápolis,Loja Física,TVs & Áudio,Lumina,Lumina Vision 65,2615.57,2,0.016,5147.97,3180.01,1967.96,38.23,2023-08,2023Q3
P2302-07396,2023-02-26,2023,2,SP,Sudeste,São José dos Campos,E-commerce,TVs & Áudio,Vertex,Vertex OLED 55,3356.75,1,0.018,3297.43,2218.44,1078.99,32.72,2023-02,2023Q1
P2305-07397,2023-05-17,2023,5,MG,Sudeste,Juiz de Fora,Loja Física,Acessórios,Volt,Volt Power Hub,202.58,1,0.004,201.8,113.51,88.29,43.75,2023-05,2023Q2
P2410-07398,2024-10-29,2024,10,RJ,Sudeste,Volta Redonda,Marketplace,Casa Inteligente,HomeX,HomeX Sensor Pack,564.71,1,0.122,495.91,251.02,244.9,49.38,2024-10,2024Q4
P2406-07399,2024-06-03,2024,6,BA,Nordeste,Vitória da Conquista,Loja Física,Casa Inteligente,Nexa,Nexa Thermo,391.26,1,0.098,352.92,166.32,186.6,52.87,2024-06,2024Q2
P2307-07400,2023-07-20,2023,7,MG,Sudeste,Uberlândia,E-commerce,Gaming & Consoles,Arcade,Arcade Elite,3591.76,1,0.119,3165.99,1794.38,1371.6,43.32,2023-07,2023Q3
P2303-07401,2023-03-01,2023,3,PR,Sul,Londrina,E-commerce,Smartphones,Nova Mobile,Nova Max,2392.39,1,0.075,2212.22,1171.63,1040.6,47.04,2023-03,2023Q1
P2406-07402,2024-06-06,2024,6,RJ,Sudeste,Volta Redonda,Parceiros B2B,TVs & Áudio,Vertex,Vertex OLED 65,2807.95,1,0.016,2761.86,1332.1,1429.76,51.77,2024-06,2024Q2
P2403-07403,2024-03-06,2024,3,RJ,Sudeste,Rio de Janeiro,Loja Física,Smartphones,Orion,Orion Horizon,2430.19,1,0.057,2290.83,1335.15,955.69,41.72,2024-03,2024Q1
P2311-07404,2023-11-05,2023,11,MG,Sudeste,Belo Horizonte,E-commerce,Acessórios,Photon,Photon Mouse,218.58,1,0.07,203.23,84.94,118.29,58.2,2023-11,2023Q4
P2310-07405,2023-10-09,2023,10,SP,Sudeste,São Paulo,E-commerce,Smartphones,Orion,Orion Pulse,2732.49,1,0.043,2615.7,1561.16,1054.54,40.32,2023-10,2023Q4
P2306-07406,2023-06-25,2023,6,MG,Sudeste,Belo Horizonte,Marketplace,Notebooks,Helix,Helix Pro 16,4407.6,5,0.186,17946.74,11276.75,6669.99,37.17,2023-06,2023Q2
P2405-07407,2024-05-22,2024,5,GO,Centro-Oeste,Goiânia,Marketplace,Casa Inteligente,HomeX,HomeX Hub,639.84,1,0.127,558.33,302.19,256.14,45.88,2024-05,2024Q2
P2412-07408,2024-12-15,2024,12,SP,Sudeste,São Paulo,E-commerce,Gaming & Consoles,Arcade,Arcade One,2364.94,1,0.058,2227.37,1222.68,1004.69,45.11,2024-12,2024Q4
P2305-07409,2023-05-27,2023,5,RJ,Sudeste,Niterói,E-commerce,Smartphones,Nova Mobile,Nova One,2250.01,1,0.082,2064.82,1285.08,779.74,37.76,2023-05,2023Q2
P2403-07410,2024-03-26,2024,3,SP,Sudeste,Santos,E-commerce,Smartphones,Orion,Orion Pulse,2774.01,1,0.07,2580.39,1383.84,1196.55,46.37,2024-03,2024Q1
P2311-07411,2023-11-17,2023,11,GO,Centro-Oeste,Goiânia,E-commerce,Notebooks,Nimbus,Nimbus Go,3868.87,1,0.089,3525.79,1678.19,1847.6,52.4,2023-11,2023Q4
P2312-07412,2023-12-01,2023,12,PR,Sul,Curitiba,Marketplace,Smartphones,Apex,Apex S10 Pro,3548.65,1,0.096,3207.31,1914.1,1293.22,40.32,2023-12,2023Q4
P2307-07413,2023-07-23,2023,7,RJ,Sudeste,Volta Redonda,E-commerce,Notebooks,Helix,Helix Pro 14,3998.26,1,0.079,3683.65,1880.31,1803.35,48.96,2023-07,2023Q3
P2409-07414,2024-09-12,2024,9,RJ,Sudeste,Rio de Janeiro,E-commerce,Casa Inteligente,Nexa,Nexa Lamp,386.9,4,0.024,1510.88,636.65,874.23,57.86,2024-09,2024Q3
P2312-07415,2023-12-23,2023,12,SC,Sul,Florianópolis,E-commerce,Notebooks,Nimbus,Nimbus Air,3337.31,1,0.077,3080.09,1719.25,1360.84,44.18,2023-12,2023Q4
P2402-07416,2024-02-10,2024,2,MG,Sudeste,Uberlândia,Parceiros B2B,TVs & Áudio,Lumina,Lumina Vision 65,1810.51,2,0.043,3465.29,1795.67,1669.62,48.18,2024-02,2024Q1
P2308-07417,2023-08-30,2023,8,PR,Sul,Maringá,Marketplace,TVs & Áudio,Vertex,Vertex OLED 55,3576.74,1,0.106,3197.88,1867.73,1330.15,41.59,2023-08,2023Q3
P2305-07418,2023-05-31,2023,5,SC,Sul,Florianópolis,Parceiros B2B,TVs & Áudio,Vertex,Vertex Beam,3261.08,1,0.018,3202.33,1816.16,1386.16,43.29,2023-05,2023Q2
P2303-07419,2023-03-18,2023,3,GO,Centro-Oeste,Goiânia,Loja Física,Notebooks,Helix,Helix Pro 16,4629.29,1,0.063,4337.83,2147.51,2190.32,50.49,2023-03,2023Q1
P2406-07420,2024-06-23,2024,6,SP,Sudeste,São José dos Campos,Marketplace,Smartphones,Nova Mobile,Nova Max,1985.22,1,0.129,1729.37,864.91,864.46,49.99,2024-06,2024Q2
P2306-07421,2023-06-11,2023,6,BA,Nordeste,Feira de Santana,Parceiros B2B,Acessórios,Photon,Photon Mouse,277.54,1,0.06,260.8,131.93,128.86,49.41,2023-06,2023Q2
P2406-07422,2024-06-06,2024,6,SP,Sudeste,São José dos Campos,Marketplace,Casa Inteligente,HomeX,HomeX Hub,569.88,1,0.121,500.92,268.07,232.85,46.48,2024-06,2024Q2
P2310-07423,2023-10-27,2023,10,RS,Sul,Caxias do Sul,E-commerce,Acessórios,Photon,Photon Keyboard,260.96,1,0.051,247.61,153.25,94.36,38.11,2023-10,2023Q4
P2311-07424,2023-11-12,2023,11,GO,Centro-Oeste,Aparecida de Goiânia,E-commerce,Casa Inteligente,HomeX,HomeX Cam,590.83,1,0.115,523.16,235.66,287.5,54.95,2023-11,2023Q4
P2312-07425,2023-12-14,2023,12,SP,Sudeste,Santos,E-commerce,Gaming & Consoles,Arcade,Arcade One,2655.95,1,0.042,2544.36,1636.12,908.24,35.7,2023-12,2023Q4
P2310-07426,2023-10-12,2023,10,SP,Sudeste,São José dos Campos,Parceiros B2B,Acessórios,Pulse,Pulse Buds,334.83,1,0.028,325.3,150.0,175.3,53.89,2023-10,2023Q4
